COMPANY,EVENT,SYSTEM NAME,START DATE,END DATE,APP TYPE,EVENT STATUS,POWERED ON,CLUSTER NAME,ARCHIVED
Wolters Kluwer,NACDS 2015,wolterskluwer:nacds2015,2015-10-22,2015-10-25,AST_3,ACTIVE,2015-05-29,APP100,NO
CGI,Sibos 2015,cgi:sibos2015,2015-10-12,2015-10-15,AST_3,ACTIVE,2015-06-17,APP100,NO
NetApp,Executive Scheduler US 2015,netapp:execschedus2015,2015-10-12,2015-10-15,MPAST,ACTIVE,2015-06-16,APP100,NO
NetApp,NetApp Insight Las Vegas 2015,netapp:execinsightus2015,2015-10-12,2015-10-15,AST_3,ACTIVE,2015-06-16,APP100,NO
Pros,Dreamforce 2015,pros:dreamforce2015,2015-09-15,2015-09-18,AST_3,ACTIVE,2015-07-01,APP100,NO
Adobe,IBC 2015,adobe:ibc2015,2015-09-11,2015-09-15,AST_3,ACTIVE,2015-06-19,APP100,NO
EMC Isilon,IBC 2015,emcisilon:ibc2015,2015-09-10,2015-09-15,AST_3,ACTIVE,2015-05-19,APP100,NO
EMC,VMWorld 2015,emc:vmworld2015,2015-08-30,2015-09-03,AST_3,ACTIVE,2015-06-26,APP100,NO
VCE,VMWorld 2015,vce:vmworld2015,2015-08-30,2015-09-03,AST_3,ACTIVE,2015-06-23,APP100,NO
VMWare,VMWorld 2015,vmware:vmworld2015,2015-08-30,2015-09-03,AST_3,ACTIVE,2015-06-17,APP100,NO
NetApp,NetApp VMworld 2015 | Meet the Executive,netapp:execvmworld2015,2015-08-30,2015-09-02,AST_3,ACTIVE,2015-06-26,APP100,NO
NetApp,NetApp VMworld 2015 | Meet the Engineer,netapp:engvmworld2015,2015-08-30,2015-09-02,MST_2,ACTIVE,2015-06-26,APP100,NO
Ariba,SuccessConnect 2015,ariba:successconnect2015,2015-08-10,2015-08-12,MST_2,ACTIVE,2015-06-30,APP100,NO
Blue Coat,Black Hat USA ,bluecoat:blackhat2015,2015-08-05,2015-08-06,AST_3,ACTIVE,2015-06-29,APP100,NO
FireEye,Black Hat USA ,fireeye:blackhatusa2015,2015-08-01,2015-08-06,AST_3,ACTIVE,2015-06-25,APP100,NO
ARM,APM 2015,arm:apm2015,2015-08-03,2015-08-06,AST_3,ACTIVE,2015-04-27,APP100,NO
Sage,Sage Summit 2015,sage:sagesummit2015,2015-07-27,2015-07-30,AST_3,ACTIVE,2015-06-17,APP100,NO
Amadeus,Global Business Travel Association (GBTA) Convention 2015,amadeus:gbta2015,2015-07-25,2015-07-29,AST_3,ACTIVE,2015-06-12,APP100,NO
NetApp,Microsoft Worldwide Partner Conference 2015,netapp:mwpc2015,2015-07-12,2015-07-16,AST_3,ACTIVE,2015-06-23,APP100,NO
Fujitsu,Microsoft Worldwide Partner Conference 2015,fujitsu:microsoft2015,2015-07-11,2015-07-16,AST_3,ACTIVE,2015-06-11,APP100,NO
Cisco,Microsoft Worldwide Partner Conference 2015,cisco:msft2015,2015-07-12,2015-07-16,AST_3,ACTIVE,2015-06-04,APP100,NO
CEMA,Summit 2015,cema:summit2015,2015-07-12,2015-07-14,AST_3,ACTIVE,2015-05-22,APP100,NO
Dell,Red Hat Summit 2015,dell:redhat2015,2015-06-23,2015-06-26,AST_3,PASSIVE,2015-05-21,APP100,NO
Cisco,Red Hat Summit 2015,cisco:redhat2015,2015-06-23,2015-06-26,AST_3,PASSIVE,2015-05-20,APP100,NO
Teads,Cannes Lions Festival 2015,teads:clf2015,2015-06-22,2015-06-26,AST_3,PASSIVE,2015-03-31,APP100,NO
United Technologies,ESX 2015,unitedtechnologies:esx2015,2015-06-24,2015-06-26,AST_3,PASSIVE,2015-05-18,APP100,NO
Yahoo!,Cannes Lions Festival 2015,yahoo:cannes2015,2015-06-22,2015-06-26,AST_3,PASSIVE,2015-03-25,APP100,NO
Ciena,Next Generation Optical Networking 2015,ciena:nextgenoptical2015,2015-06-22,2015-06-25,AST_3,PASSIVE,2015-05-29,APP100,NO
Dolby,CineEurope 2015,dolby:cineeurope2015,2015-06-22,2015-06-25,AST_3,PASSIVE,2015-04-28,APP100,NO
McKesson,HFMA ANI 2015,mckesson:hfmaani2015,2015-06-22,2015-06-24,AST_3,PASSIVE,2015-05-21,APP100,NO
Oracle,LTE World Summit 2015,oracle:lteworld2015,2015-06-23,2015-06-24,AST_3,PASSIVE,2015-05-04,APP100,NO
Nuance,ANI 2015,nuance:ani2015,2015-06-22,2015-06-24,AST_3,PASSIVE,2015-05-08,APP100,NO
Cisco,Interop London 2015,cisco:interopldn2015,2015-06-16,2015-06-19,AST_3,PASSIVE,2015-05-26,APP100,NO
Cisco,InfoComm 2015,cisco:infocomm2015,2015-06-17,2015-06-19,AST_3,PASSIVE,2015-05-05,APP100,NO
Infor,HITEC 2015,infor:hitec2015,2015-06-15,2015-06-18,AST_3,PASSIVE,2015-05-08,APP100,NO
Ciena,OPn Technology Conference 2015,ciena:opn2015,2015-06-15,2015-06-17,AST_3,PASSIVE,2015-03-30,APP100,NO
Wells Fargo,International M&A Conference 2015,wellsfargo:imac2015,2015-06-11,2015-06-12,AST_3,PASSIVE,2015-03-26,APP100,NO
Cisco,"Cisco Live, Cloud Digital Business US 2015",cisco:clouddigitalbusiness2015us,2015-06-07,2015-06-11,MST_2,PASSIVE,2015-04-29,APP100,NO
Cisco,"Cisco Live 2015, US Data Center",cisco:livedc2015,2015-06-08,2015-06-11,MST_2,PASSIVE,2015-03-30,APP100,NO
Cisco,Cisco Live 2015 – Meet the Executive,cisco:ciscolive2015,2015-06-07,2015-06-11,MST_2,PASSIVE,2015-02-24,APP100,NO
Cisco,Cisco Live 2015 – Executive Scheduler,cisco:exec2015,2015-06-07,2015-06-11,MPAST,PASSIVE,2014-10-23,APP100,NO
Dell,Hadoop Summit 2015,dell:hadoop2015,2015-06-09,2015-06-11,AST_3,PASSIVE,2015-05-19,APP100,NO
Cisco,"Cisco Live US 2015, Solution Partner 1:1 Meetings",cisco:clusspp2015,2015-06-07,2015-06-11,AST_3,PASSIVE,2015-05-14,APP100,NO
EMC Isilon,Hadoop Summit San Jose 2015,emcisilon:hadoopsanjose2015,2015-06-09,2015-06-11,AST_3,PASSIVE,2015-05-08,APP100,NO
Cipher Cloud,Gartner Security & Risk Management Summit 2015,ciphercloud:gartner2015,2015-06-08,2015-06-11,AST_3,PASSIVE,2015-05-08,APP100,NO
Cisco,ANGACOM 2015,cisco:anga2015,2015-06-09,2015-06-11,AST_3,PASSIVE,2015-05-06,APP100,NO
Cisco,Collaboration at Cisco Live 2015,cisco:ciscolivecollabus2015,2015-06-07,2015-06-11,AST_3,PASSIVE,2015-05-06,APP100,NO
Ciena,ANGACOM 2015,ciena:angacom2015,2015-06-09,2015-06-11,AST_3,PASSIVE,2015-05-24,APP100,NO
NetApp,Cisco Live 2015,netapp:ciscolive2015,2015-06-08,2015-06-11,AST_3,PASSIVE,2015-03-10,APP100,NO
EMC,Cisco Live 2015,emc:ciscolive2015,2015-06-08,2015-06-11,AST_3,PASSIVE,2015-04-20,APP100,NO
ARM,DAC 2015,arm:dac2015,2015-06-07,2015-06-11,AST_3,PASSIVE,2015-03-31,APP100,NO
Ansys,Design Automation Conference (DAC) 2015 [Session Registration],ansys:sessionregdac2015,2015-06-08,2015-06-10,AST_SMT,PASSIVE,2015-04-18,APP100,NO
Cisco,Big Telecom Event 2015,cisco:bigtelecom2015,2015-06-09,2015-06-10,AST_3,PASSIVE,2015-05-20,APP100,NO
SAP,IASA 2015 Annual Educational Conference and Business Show,sap:iasa2015,2015-06-07,2015-06-10,AST_3,PASSIVE,2015-05-15,APP100,NO
Haemonetics,Product Fair at 2015 Haemonetics Global Sales Meeting,haemonetics:productfair2015,2015-06-07,2015-06-10,AST_3,PASSIVE,2015-04-30,APP100,NO
Brocade,Big Telecom Event 2015,brocade:bigtelecomevent2015,2015-06-09,2015-06-10,AST_3,PASSIVE,2015-04-08,APP100,NO
Ansys,Design Automation Conference (DAC) 2015,ansys:dac2015,2015-06-08,2015-06-10,AST_3,PASSIVE,2015-04-18,APP100,NO
Cadence,DAC 2015,cadence:dac2015,2015-06-08,2015-06-10,AST_3,PASSIVE,2015-04-13,APP100,NO
Cisco,C-Scape at Cisco Live 2015,cisco:cscapelive2015,2015-06-08,2015-06-10,AST_3,PASSIVE,2015-03-16,APP100,NO
Sanofi,ADA 2015,sanofi:ada2015,2015-06-05,2015-06-09,AST_3,PASSIVE,2015-02-11,APP100,NO
Savo Group,Summit 2015,savogroup:summit2015,2015-06-02,2015-06-05,AST_3,PASSIVE,2015-05-04,APP100,NO
Synaptics,Computex 2015,synaptics:computex2015,2015-06-02,2015-06-05,AST_3,PASSIVE,2015-04-29,APP100,NO
EMC Isilon,Broadcast Asia 2015,emcisilon:broadcastasia2015,2015-06-02,2015-06-05,AST_3,PASSIVE,2015-04-09,APP100,NO
Marvell,Computex 2015,marvell:computex2015,2015-06-02,2015-06-05,AST_3,PASSIVE,2015-04-14,APP100,NO
Cisco,TM Forum Live 2015,cisco:tmforum2015,2015-06-01,2015-06-04,AST_3,PASSIVE,2015-05-11,APP100,NO
Synaptics,Display Week 2015,synaptics:displayweek2015,2015-06-02,2015-06-04,AST_3,PASSIVE,2015-05-06,APP100,NO
Brocade,HP Discover 2015,brocade:hpdiscover2015,2015-06-02,2015-06-04,AST_3,PASSIVE,2015-04-20,APP100,NO
Oracle,tmforum live 2015!,oracle:tmforum2015,2015-06-01,2015-06-04,AST_3,PASSIVE,2015-04-08,APP100,NO
Docusign,Momentum LDN 2015,docusign:momentumldn2015,2015-06-01,2015-06-03,MST_2,PASSIVE,2015-01-30,APP100,NO
Sanofi,ASCO 2015,sanofi:asco2015,2015-05-29,2015-06-02,AST_3,PASSIVE,2015-03-25,APP100,NO
Sanofi,ERA-EDTA Congress 2015,sanofi:eraedta2015,2015-05-28,2015-05-31,AST_3,DORMANT,2015-03-18,DORMANT01,NO
Nuance,SIIM 2015,nuance:siim2015,2015-05-28,2015-05-30,AST_3,DORMANT,2015-05-24,DORMANT01,NO
EMC,OpenStack Summit 2015,emc:openstack2015,2015-05-18,2015-05-22,AST_3,DORMANT,2015-04-17,DORMANT01,NO
NetApp,OpenStack Summit 2015,netapp:openstack2015,2015-05-19,2015-05-21,AST_3,DORMANT,2015-03-25,DORMANT01,NO
Alteryx,Alteryx Inspire,alteryx:inspire2015,2015-05-17,2015-05-20,AST_3,DORMANT,2015-04-22,DORMANT01,NO
Zeltiq,ASAPS 2015 - Business Reviews,zeltiq:asapsbusiness2015,2015-05-16,2015-05-18,MST_2,DORMANT,2015-04-17,DORMANT01,NO
Zeltiq,ASAPS 2015 - Prospect Reviews,zeltiq:asapsprospect2015,2015-05-16,2015-05-18,MST_2,DORMANT,2015-04-17,DORMANT01,NO
Savo Group,SiriusDecisions Summit 2015,savogroup:siriusdecisions2015,2015-05-12,2015-05-15,AST_3,DORMANT,2015-04-06,DORMANT01,NO
Brocade,IBM Edge 2015,brocade:ibmedge2015,2015-05-11,2015-05-15,AST_3,DORMANT,2015-04-21,DORMANT01,NO
Cisco,Citrix Synergy 2014,cisco:citrixsynergy2015,2015-05-12,2015-05-14,AST_3,DORMANT,2015-04-10,DORMANT01,NO
American Express GBT,The UK Summit 2015,gbt:uksummit2015,2015-05-12,2015-05-13,AST_SMT,DORMANT,2015-04-15,DORMANT01,NO
Ciena,ITW 2015,ciena:itw2015,2015-05-10,2015-05-13,AST_3,DORMANT,2015-03-17,DORMANT01,NO
EMC Isilon,EMC World 2015,emcisilon:emcworld2015,2015-05-04,2015-05-07,MST_2,DORMANT,2015-03-18,DORMANT01,NO
EMC,EMC World CT Meetings 2015,emc:ctemcworld2015,2015-05-04,2015-05-07,MST_2,DORMANT,2015-03-13,DORMANT01,NO
EMC,EMC World Booth Duty 2015,emc:bdemcworld2015,2015-05-04,2015-05-07,MST_2,DORMANT,2015-03-13,DORMANT01,NO
Dell,Sapphire Now 2015,dell:sapphire2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-04-14,DORMANT01,NO
Infosys,SAPPHIRE NOW and ASUG Annual Conference 2015,infosys:sapphireasug2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-04-08,DORMANT01,NO
Marvell,Marvell Connected Lighting Showcase 2015,marvell:mcls2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-04-07,DORMANT01,NO
NetScout,INTX 2015,netscout:intx2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-04-07,DORMANT01,NO
EMC,SAP Sapphire 2015,emc:sapphire2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-03-23,DORMANT01,NO
Cisco,SAP Sapphire 2015,cisco:sapphire2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-03-19,DORMANT01,NO
Fujitsu,SAP Sapphire 2015,fujitsu:sapphire2015,2015-05-05,2015-05-07,AST_3,DORMANT,2015-01-28,DORMANT01,NO
EMC,EMC World Blue Sky Labs,emc:emcworldbluesky2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-04-17,DORMANT01,NO
EMC,EMC World Big Data 2015,emc:bigdataemcworld2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-04-06,DORMANT01,NO
EMC,EMC World Cloud Hybrid 2015,emc:cloudemcworld2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-04-06,DORMANT01,NO
Avnet,EMC World 2015,avnet:emcworld2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-03-31,DORMANT01,NO
EMC,EMC World 2015,emc:xtremioemcworld2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-03-24,DORMANT01,NO
Brocade,EMC World 2015,brocade:emcworld2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-03-17,DORMANT01,NO
Parker,OTC 2015,parker:otc2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-03-11,DORMANT01,NO
VCE,EMC World 2015,vce:emcworld2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-03-04,DORMANT01,NO
Avanade,Microsoft Ignite 2015,avanade:microsoftignite2015,2015-05-04,2015-05-07,AST_3,DORMANT,2015-02-27,DORMANT01,NO
Cisco,EMC World 2015,cisco:emcworld2015,2015-05-04,2015-05-06,MST_2,DORMANT,2015-04-01,DORMANT01,NO
Cisco,INTX 2015,cisco:intx2015,2015-05-04,2015-05-06,AST_3,DORMANT,2015-03-27,DORMANT01,NO
McKesson,NCPCP 2015,mckesson:ncpdp2015,2015-05-03,2015-05-06,AST_3,DORMANT,2015-04-06,DORMANT01,NO
eMerge Americas,eMerge Americas 2015,emergeamericas:miami2015,2015-05-01,2015-05-05,AST_SMT,DORMANT,2015-04-10,DORMANT01,NO
Cisco,Interop 2015,cisco:interop2015,2015-04-27,2015-05-01,AST_3,DORMANT,2015-03-11,DORMANT01,NO
Cisco,Executive 1:1 Meetings at Cisco Partner Summit 2015,cisco:partnersummit2015,2015-04-27,2015-04-30,MST_2,DORMANT,2015-02-16,DORMANT01,NO
Cisco,Operations Director 1:1 Meetings at Cisco Partner Summit 2015,cisco:psod2015,2015-04-27,2015-04-30,MST_2,DORMANT,2015-02-16,DORMANT01,NO
Taylor Bennett,Adobe Summit EMEA 2015,taylorbennett:adobesummitemea2015,2015-04-29,2015-04-30,AST_3,DORMANT,2015-02-24,DORMANT01,NO
Cisco,EcoSystem Exchanges 2015,cisco:ecosystem2015,2015-04-28,2015-04-30,AST_3,DORMANT,2015-04-17,DORMANT01,NO
Marvell,TV Connect 2014,marvell:tvconnect2015,2015-04-28,2015-04-30,AST_3,DORMANT,2015-03-19,DORMANT01,NO
Cadence,CDNLive EMEA 2015,cadence:cdnemea2015,2015-04-27,2015-04-29,AST_3,DORMANT,2015-04-02,DORMANT01,NO
McKesson,NACDS Annual Conference 2015,mckesson:nacds2015,2015-04-25,2015-04-28,AST_3,DORMANT,2015-02-16,DORMANT01,NO
Zeltiq,ASLMS 2015 - Prospect Meetings,zeltiq:aslmsprospect2015,2015-04-24,2015-04-25,MST_2,DORMANT,2015-03-31,DORMANT01,NO
Zeltiq,ASLMS 2015 - Business Reviews,zeltiq:aslmsbusiness2015,2015-04-24,2015-04-25,MST_2,DORMANT,2015-03-31,DORMANT01,NO
Cisco,RSA 2015,cisco:rsa2015,2015-04-20,2015-04-24,MST_2,DORMANT,2015-03-10,DORMANT01,NO
ServiceNow,Knowledge15,servicenow:knowledge15,2015-04-19,2015-04-24,MST_2,DORMANT,2015-02-11,DORMANT01,NO
Cipher Cloud,RSA 2015,ciphercloud:rsa2015,2015-04-20,2015-04-24,AST_3,DORMANT,2015-03-10,DORMANT01,NO
Blue Coat,RSA 2015,bluecoat:rsa2015,2015-04-20,2015-04-24,AST_3,DORMANT,2015-03-05,DORMANT01,NO
Dell,RSA 2015,dell:rsa2015,2015-04-20,2015-04-24,AST_3,DORMANT,2015-03-03,DORMANT01,NO
Fortinet,RSA 2015,fortinet:rsa2015,2015-04-20,2015-04-24,AST_3,DORMANT,2015-01-27,DORMANT01,NO
Cipher Cloud,Knowledge15,ciphercloud:knowledge15,2015-04-19,2015-04-24,AST_3,DORMANT,2015-03-10,DORMANT01,NO
EMC Isilon,Bio IT World 2015,emcisilon:bioitworld2015,2015-04-21,2015-04-23,MST_2,DORMANT,2015-03-18,DORMANT01,NO
Dolby,CinemaCon 2015,dolby:cinemacon2015,2015-04-20,2015-04-23,AST_3,DORMANT,2015-02-16,DORMANT01,NO
Brocade,GSC Techcom 2015,brocade:gsc2015,2015-04-19,2015-04-23,AST_3,DORMANT,2015-03-17,DORMANT01,NO
Nuance,GSC Techcom 2015,nuance:gsc2015,2015-04-19,2015-04-23,AST_3,DORMANT,2015-03-12,DORMANT01,NO
Sanofi,AACR Annual Meeting 2015,sanofi:aacr2015,2015-04-18,2015-04-22,AST_3,DORMANT,2015-03-18,DORMANT01,NO
Ebay,Affiliate Exchange 2015,ebay:ae2015,2015-04-20,2015-04-21,AST_SMT,DORMANT,2015-04-14,DORMANT01,NO
NetScout,Engage 2015,netscout:engage2015,2015-04-13,2015-04-17,AST_3,DORMANT,2015-03-19,DORMANT01,NO
Cisco,Hannover Messe 2015,cisco:hannovermesse2015,2015-04-13,2015-04-17,AST_3,DORMANT,2015-03-16,DORMANT01,NO
EMC Isilon,NAB 2015,emcisilon:nab2015,2015-04-13,2015-04-16,MST_2,DORMANT,2015-01-29,DORMANT01,NO
EMC Isilon,Hadoop Summit Brussels 2015,emcisilon:hadoopbrussels2015,2015-04-15,2015-04-16,AST_3,DORMANT,2015-03-25,DORMANT01,NO
Cisco,NAB 2015,cisco:nab2015,2015-04-13,2015-04-16,AST_3,DORMANT,2015-03-12,DORMANT01,NO
Dolby,NAB 2015,dolby:nab2015,2015-04-13,2015-04-16,AST_3,DORMANT,2015-03-05,DORMANT01,NO
Adobe,NAB 2015,adobe:nab2015,2015-04-13,2015-04-16,AST_3,DORMANT,2015-02-27,DORMANT01,NO
NetApp,NAB 2015,netapp:nab2015,2015-04-13,2015-04-16,AST_3,DORMANT,2015-02-12,DORMANT01,NO
Transcend Insights,HIMSS15,transcendinsights:himss15,2015-04-12,2015-04-16,AST_3,DORMANT,2015-03-18,DORMANT01,NO
Athenahealth,HIMSS 2015,athenahealth:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2015-03-12,DORMANT01,NO
SAP,HIMSS 2015,sap:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2015-03-11,DORMANT01,NO
Ciena,HIMSS 2015,ciena:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2015-02-23,DORMANT01,NO
Healthagen,HIMMS 2015,healthagen:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2015-02-16,DORMANT01,NO
Accenture,HIMSS 2015,accenture:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2015-02-12,DORMANT01,NO
McKesson,HIMSS 2015,mckesson:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2015-02-05,DORMANT01,NO
Oracle,HIMSS 2015,oracle:himss2015,2015-04-12,2015-04-16,AST_3,DORMANT,2014-11-11,DORMANT01,NO
Oracle,NAB 2015,oracle:nab2015,2015-04-11,2015-04-16,AST_3,DORMANT,2015-02-24,DORMANT01,NO
GatesAir,NAB 2015,gatesair:nab2015,2015-04-11,2015-04-16,AST_3,DORMANT,2015-02-09,DORMANT01,NO
Cisco,HIMSS 2015,cisco:himss2015,2015-04-13,2015-04-15,AST_3,DORMANT,2015-02-19,DORMANT01,NO
Nuance,HIMSS 2015,nuance:himss2015,2015-04-13,2015-04-15,AST_3,DORMANT,2015-01-13,DORMANT01,NO
Symantec,HIMSS 2015,symantec:himss2015,2015-04-12,2015-04-15,AST_3,DORMANT,2015-03-03,DORMANT01,NO
Imprivata,HIMSS 2015,imprivata:himss2015,2015-04-12,2015-04-15,AST_3,DORMANT,2015-02-09,DORMANT01,NO
Ariba,Ariba Live 2015,ariba:aribalive2015,2015-04-07,2015-04-09,MST_2,DORMANT,2015-02-27,DORMANT01,NO
NetApp,AWS Summit 2015,netapp:aswsf2015,2015-04-08,2015-04-09,AST_3,DORMANT,2015-02-24,DORMANT01,NO
Oracle,Modern Service Experience 2015,oracle:mse2015,2015-03-31,2015-04-02,MST_2,DORMANT,2015-03-09,DORMANT01,NO
Oracle,Modern Customer Experience 2015,oracle:mce2015,2015-03-31,2015-04-02,AST_3,DORMANT,2015-02-24,DORMANT01,NO
Oracle,Modern Marketing Experience 2015,oracle:mme2015,2015-03-31,2015-04-02,AST_3,DORMANT,2015-02-13,DORMANT01,NO
Oracle,Industry Connect 2015,oracle:oic2015,2015-03-25,2015-03-26,MST_2,DORMANT,2014-11-11,DORMANT01,NO
Cisco,OFC 2015,cisco:ofc2015,2015-03-22,2015-03-26,AST_3,DORMANT,2015-02-12,DORMANT01,NO
Ciena,OFC 2015,ciena:ofc2015,2015-03-22,2015-03-26,AST_3,DORMANT,2015-02-12,DORMANT01,NO
Zeltiq,AAD 2015,zeltiq:aad2015,2015-03-21,2015-03-23,MST_2,DORMANT,2015-02-04,DORMANT01,NO
Yahoo!,SXSW2015,yahoo:sxsw2015,2015-03-17,2015-03-22,AST_3,DORMANT,2015-02-18,DORMANT01,NO
Cisco,"MPLS & SDN, NFV and IPv6 World Congress 2015",cisco:mlps2015,2015-03-17,2015-03-20,AST_3,DORMANT,2015-02-03,DORMANT01,NO
Cisco,CL Milan ACI/N9K Whisper Suites 2015,cisco:clmelbourneaci2015,2015-03-16,2015-03-19,AST_3,DORMANT,2015-02-17,DORMANT01,NO
Oracle,Enterprise Connect 2015,oracle:ec2015,2015-03-16,2015-03-19,AST_3,DORMANT,2015-01-09,DORMANT01,NO
Cisco,Enterprise Connect 2015,cisco:ec2015,2015-03-16,2015-03-18,AST_3,DORMANT,2015-02-10,DORMANT01,NO
Plantronics,Enterprise Connect 2015,plantronics:ec2015,2015-03-16,2015-03-18,AST_3,DORMANT,2015-01-27,DORMANT01,NO
Sanofi,ACC 2015,sanofi:acc2015,2015-03-14,2015-03-16,AST_3,DORMANT,2015-02-05,DORMANT01,NO
Adobe,Summit: The Digital Marketing Conference 2015,adobe:summit2015,2015-03-09,2015-03-13,AST_3,DORMANT,2015-01-22,DORMANT01,NO
Docusign,DocuSign MOMENTUM 2015,docusign:momentum2015,2015-03-10,2015-03-12,MST_2,DORMANT,2015-02-04,DORMANT01,NO
EMC Isilon,CABSAT 2015,emcisilon:cabsat2015,2015-03-10,2015-03-12,MST_2,DORMANT,2015-01-28,DORMANT01,NO
Experient,Envision 2015,experient:envision2015,2015-03-11,2015-03-12,AST_SMT,DORMANT,2015-01-21,DORMANT01,NO
Cisco,Cloud Expo Europe 2015,cisco:cloudexpo2015,2015-03-11,2015-03-12,AST_3,DORMANT,2015-01-22,DORMANT01,NO
Ciena,Capacity Middle East 2015,ciena:capacitymiddleeast2015,2015-03-10,2015-03-12,AST_3,DORMANT,2015-02-06,DORMANT01,NO
Aruba,Atmosphere 2015,aruba:atmosphere2015,2015-03-01,2015-03-06,MST_2,DORMANT,2015-02-09,DORMANT01,NO
Cadence,Mobile World Congress 2015 (MWC),cadence:mwc2015,2015-03-02,2015-03-06,AST_3,DORMANT,2015-01-27,DORMANT01,NO
Cisco,Cisco Data Center Partner Connection 2015,cisco:dcpce2015,2015-03-03,2015-03-05,MST_2,DORMANT,2015-01-30,DORMANT01,NO
Docusign,Mobile World Congress 2015 (MWC),docusign:mwc2015,2015-03-02,2015-03-05,MST_2,DORMANT,2015-01-15,DORMANT01,NO
Symantec,Mobile World Congress 2015 (MWC) - External Requests,symantec:meetreqmwc2015,2015-03-02,2015-03-05,MST_2,DORMANT,2015-01-08,DORMANT01,NO
Oracle,Mobile World Congress 2015 (MWC),oracle:mwc2015,2015-03-02,2015-03-05,MST_2,DORMANT,2014-11-19,DORMANT01,NO
Ciena,Mobile World Congress 2015 (MWC),ciena:mwc2015,2015-03-02,2015-03-05,MST_2,DORMANT,2014-11-12,DORMANT01,NO
Erickson Aviation,Heli-Expo 2015,ericksonaviation:heliexpo2015,2015-03-03,2015-03-05,AST_3,DORMANT,2015-02-03,DORMANT01,NO
